[2025-04-05_00:54:29] Total Functions: 117623, Hited Functions: 481 [ 0.408934% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:32:03] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:33:04] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:34:05] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:35:06] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:36:07] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:37:08] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:38:09] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:39:10] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:40:11] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:41:12] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:42:13] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:43:14] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:44:15] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:45:16] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:46:17] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:47:18] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:48:19] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:49:20] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:50:21] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:51:22] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:52:23] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:53:24] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:54:25] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:55:26] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:56:27] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:57:28] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:58:29] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_04:59:30] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:00:31] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:01:32] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:02:33] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:03:34] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:04:35] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:05:36] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:06:37] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:07:38] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:08:39] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:09:40] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:10:41] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:11:42] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:12:43] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:13:44] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:14:45] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:15:46] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:16:47] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:17:48] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:18:49] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:19:50] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:20:51] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:21:52] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:22:53] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:23:54] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:24:55] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:25:56] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:26:57] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:27:58] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:28:59] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:30:00] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:31:01] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:32:02] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:33:03] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:34:04] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:35:05] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:36:06] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:37:07] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:38:08] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:39:09] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:40:10] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:41:11] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:42:12] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:43:13] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:44:14] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:45:15] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:46:16] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:47:17] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:48:18] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:49:19] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:50:20] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:51:21] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:52:22] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:53:23] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:54:24] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:55:25] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:56:26] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:57:27] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:58:28] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_05:59:29] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:00:30] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:01:31] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:02:32] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:03:33] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:04:34] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:05:35] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:06:36] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:07:37] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:08:38] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:09:39] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:10:40] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:11:41] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:12:42] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:13:43] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:14:44] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:15:45] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:16:46] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:17:47] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:18:48] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:19:49] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:20:50] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:21:51] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:22:52] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:23:53] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:24:54] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:25:55] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:26:56] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:27:57] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:28:58] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:29:59] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:31:00] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:32:01] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:33:02] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:34:03] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:35:04] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:36:05] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:37:06] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:38:07] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:39:08] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:40:09] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:41:10] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:42:11] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:43:12] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:44:13] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:45:14] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:46:15] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:47:16] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:48:17] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:49:18] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:50:19] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:51:20] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:52:21] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:53:22] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:54:23] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:55:24] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:56:25] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:57:26] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:58:27] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_06:59:28] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:00:29] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:01:30] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:02:31] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:03:32] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:04:33] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:05:34] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:06:35] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:07:36] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:08:37] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:09:38] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:10:39] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:11:40] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:12:41] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:13:42] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:14:43] Total Functions: 120202, Hited Functions: 9370 [ 7.795211% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:15:44] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:16:45] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:17:46] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:18:47] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:19:48] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:20:49] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:21:50] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:22:51] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:23:52] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:24:53] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:25:54] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:26:55] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:27:56] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:28:57] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:29:58] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:30:59] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:32:00] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:33:01] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:34:02] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:35:03] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:36:04] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:37:05] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:38:06] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:39:07] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:40:08] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:41:09] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:42:10] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:43:11] Total Functions: 120203, Hited Functions: 9371 [ 7.795978% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:44:12] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:45:13] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:46:14] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:47:15] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:48:16] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:49:17] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:50:18] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:51:19] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:52:20] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:53:21] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:54:22] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:55:23] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:56:24] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:57:25] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:58:26] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_07:59:27] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_08:00:28] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_08:01:29] Total Functions: 120207, Hited Functions: 9432 [ 7.846465% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_08:02:30] Total Functions: 120208, Hited Functions: 9433 [ 7.847231% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_08:03:31] Total Functions: 120208, Hited Functions: 9433 [ 7.847231% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_08:04:32] Total Functions: 120208, Hited Functions: 9433 [ 7.847231% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_08:05:33] Total Functions: 120208, Hited Functions: 9433 [ 7.847231% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_08:06:34] Total Functions: 120208, Hited Functions: 9433 [ 7.847231% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_08:07:35] Total Functions: 120208, Hited Functions: 9433 [ 7.847231% ], Hited Edges: 0, Total Edges: 362506
[2025-04-05_08:08:36] Total Functions: 120208, Hited Functions: 9433 [ 7.847231% ], Hited Edges: 0, Total Edges: 362506
